Vehicle ID,Departure Time,Arrival Time,Area,Average Speed
background_B_1_LUL_20,3407,3599,B,3.58224765069177
background_A_1_PARK_25,3429,3545,A,4.70726067401078
background_A_1_LUL_35,3433,3511,A,6.012056656226138
background_B_1_PARK_13,3434,3499,B,4.072495250785626
background_B_1_LUL_21,3436,3597,B,3.4153481209499854
background_B_1_PARK_14,3447,3565,B,4.960339093774176
background_A_1_PARK_26,3451,3556,A,7.932575242341931
background_B_1_PUDO_46,3469,3599,B,1.8561518654693334
background_C_1_PARK_3,3486,3551,C,7.494346280248653
background_B_1_PARK_15,3512,3599,B,1.9685404251532073
background_A_1_LUL_36,3550,3599,A,0
background_B_1_PARK_16,3573,3599,B,3.220157014933478
background_B_1_PUDO_47,3579,3599,B,0
background_A_1_PARK_27,3594,3599,A,0
background_B_1_PUDO_48,3595,3599,B,5.549346835399048
background_A_1_PUDO_47,3598,3599,A,0
